hospital_id,county_id
31795687,6095
20595403,6097
41595501,6023
20394903,6041
22694914,6041
27694904,6041
196784353,6041
32394945,6041
15093308,6029
9993215,6029
2993301,6029
22793306,6029
22893240,6029
196784354,6029
28893301,6029
37693555,6029
39393301,6029
196784109,6029
16093309,6029
196784355,6029
29493311,6029
2893308,6029
22193291,6107
22093277,6107
43293257,6107
50393274,6107
1094704,6001
694501,6001
994705,6001
6494609,6001
47794509,6013
31194609,6001
594602,6001
46694545,6001
52394538,6001
23394577,6001
11594546,6001
494578,6001
18194598,6013
19294611,6001
20994596,6013
19694804,6013
8894553,6013
18094520,6013
51494550,6001
1294609,6001
196784356,6001
196784357,6013
196784358,6001
1194609,6001
40194583,6013
40094583,6013
13694538,6001
51694588,6001
17994520,6013
196784359,6001
18694538,6001
40695405,6097
40795405,6097
31294558,6055
2293423,6079
34792369,6071
73790650,6037
35493258,6107
6694133,6075
39994403,6081
20194115,6075
20894080,6081
19494063,6081
25094116,6075
50794115,6075
30094010,6081
70594110,6075
39094110,6075
185394109,6075
70494117,6075
41794062,6081
41894015,6081
41994038,6081
45094109,6075
46594117,6075
50694122,6075
25294143,6075
196784360,6075
196784361,6075
196784112,6075
196784362,6081
196784363,6081
17694112,6075
196784364,6075
70494118,6075
4195948,6007
12495926,6007
11496122,6063
14895988,6021
3196130,6035
74096028,6089
29196001,6089
30696101,6049
29296067,6093
12595926,6007
33295966,6007
35195971,6063
42796001,6089
41696020,6063
12796097,6093
44896080,6103
47196104,6049
50296093,6105
7995932,6011
37595901,6115
43195945,6057
48996160,6057
196784365,6007
12695926,6007
74796001,6089
34696001,6089
70292311,6071
3592315,6071
6791710,6071
27393546,6051
72091763,6071
16692252,6071
18592335,6071
25692354,6071
25992354,6071
7892363,6071
32093514,6027
23991764,6071
37092373,6071
31092352,6071
38691786,6071
52192392,6071
8492411,6071
2092324,6071
44393545,6027
44792404,6071
46492307,6071
196784366,6071
196784367,6071
196784368,6071
25792373,6071
5291710,6071
3092411,6071
10192392,6071
24091730,6071
24192571,6065
9192882,6065
9092879,6065
10092262,6065
11792270,6065
16392543,6065
17892201,6065
34092225,6065
34592503,6065
37792506,6065
37892501,6065
37992555,6065
39292220,6065
3892270,6065
44592595,6065
38092503,6065
44492562,6065
19792505,6065
28592585,6065
196784369,6065
73693210,6019
42592123,6073
74693060,6111
21594531,6013
18291335,6037
5590048,6037
21395356,6099
18992618,6059
196784370,6085
48695993,6101
21492555,6065
43590026,6037
196784371,6073
196784372,6075
25892373,6071
196784373,6059
21795688,6095
59192354,6071
196784374,6075
6290027,6037
196784375,6073
2395401,6097
16992618,6059
193230,6031
26092563,6065
29894401,6081
21891761,6071
21995051,6085
196784376,6073
72292025,6073
39794578,6001
73892806,6059
74592592,6065
71794577,6001
74495062,6087
194390806,6037
58592354,6071
59294158,6075
168595138,6085
168695355,6099
70990806,6037
15393309,6029
168494117,6075
178592656,6059
192092123,6073
196784110,6065
196784111,6065
196784377,6073
196784378,6085
196784379,6073
4690015,6037
891801,6037
1993534,6037
3990640,6037
5490704,6037
3290026,6037
72990231,6037
3690706,6037
5391767,6037
4091770,6037
5690301,6037
196784380,6037
196784381,6037
52691307,6037
70790067,6037
72590723,6037
196784382,6037
196784383,6037
7091010,6037
7490650,6037
24290247,6037
8290255,6037
39191776,6037
23491791,6037
27790291,6037
25190712,6037
74290404,6037
19391402,6037
72390241,6037
11190023,6037
12391436,6037
13291741,6037
14291754,6037
14691206,6037
15491733,6037
16491355,6037
17090028,6037
17290027,6037
35991345,6037
15190017,6037
6891723,6037
20690710,6037
19090027,6037
21690242,6037
21090034,6037
33993551,6037
36290503,6037
8390804,6037
71090813,6037
26590023,6037
23090056,6037
22990637,6037
36691356,6037
28390247,6037
14791204,6037
26790250,6037
26390806,6037
29691007,6037
35590602,6037
45490404,6037
36591505,6037
46390801,6037
30791016,6037
30891754,6037
30991364,6037
32191328,6037
32290650,6037
19190012,6037
2491724,6037
35391767,6037
38991773,6037
49990505,6037
44990262,6037
51591405,6037
6991790,6037
33791352,6037
2591107,6037
42891403,6037
23691706,6037
9890505,6037
14390026,6037
53090605,6037
37490095,6037
36190732,6037
30190036,6037
49091356,6037
43691770,6037
38190095,6037
51390033,6037
73191401,6037
73491208,6037
10391790,6037
52990033,6037
49890813,6037
22590011,6037
7690701,6037
21191367,6037
196784384,6037
196784385,6037
196784386,6037
196784387,6037
196784388,6037
196784389,6037
196784390,6037
1691768,6037
196784391,6037
196784392,6037
196784393,6037
196784394,6037
196784395,6037
196784396,6037
196784397,6037
196784398,6037
196784399,6037
22490033,6037
196784400,6037
196784401,6037
17491105,6037
11291740,6037
18491706,6037
196784402,6037
23592706,6059
196784403,6037
11090806,6037
196784404,6037
30291402,6037
6481301,8067
8381050,8089
8681611,8097
12480528,8069
196784405,8005
154280109,8035
4580906,8041
153580112,8005
2080027,8013
1780027,8013
1080122,8005
4380907,8041
2680210,8031
196784406,8031
5880228,8059
4980923,8041
8881004,8101
5181212,8043
12580129,8035
153680045,8001
178680534,8069
177180020,8059
7881521,8077
3280236,8031
9081003,8101
8180701,8087
153881501,8077
1380113,8005
2581416,8029
2780204,8031
196784407,8035
8280723,8087
186080230,8031
3780218,8031
154680230,8031
12680230,8031
196784408,8041
154780120,8005
4780910,8041
7080517,8069
2180303,8013
1880026,8013
5381650,8045
5681230,8051
8480731,8095
2281201,8015
4180130,8035
196784409,8119
196784410,8069
2380810,8017
3680210,8031
680011,8005
3480218,8031
6380807,8063
